system,arm,train_traj,F1,FPR,FNR,abstain_pct
humanoid,fm_adapt_mfF,18000,0.9233,0.3068,0.0286,23.256
humanoid,fm_adapt_mfF,19000,0.9106,0.3513,0.0293,15.774
humanoid,fm_adapt_mfF,20000,0.9112,0.3854,0.0236,16.868
humanoid,fm_adapt_mfF,21000,0.9178,0.3659,0.0188,18.928
humanoid,fm_adapt_mfF,22000,0.9272,0.3112,0.0199,22.410
humanoid,fm_adapt_mfF,23000,0.9125,0.3536,0.0267,16.584
humanoid,fm_adapt_mfF,24000,0.9244,0.3363,0.0199,23.486
humanoid,fm_adapt_mfF,25000,0.9239,0.3388,0.0197,22.624
humanoid,fm_adapt_mfF,26000,0.9121,0.3630,0.0224,14.954
humanoid,fm_adapt_mfF,27000,0.9192,0.3380,0.0211,16.800
humanoid,fm_adapt_mfF,28000,0.9170,0.3525,0.0190,16.812
humanoid,fm_adapt_mfF,29000,0.9151,0.3239,0.0273,14.902
humanoid,fm_adapt_mfF,30000,0.9267,0.3228,0.0165,21.254
humanoid,fm_adapt_mfT,1000,0.9077,0.4489,0.0221,22.548
humanoid,fm_adapt_mfT,2000,0.9143,0.4014,0.0209,22.444
humanoid,fm_adapt_mfT,3000,0.9064,0.3642,0.0341,19.044
humanoid,fm_adapt_mfT,4000,0.9111,0.4260,0.0189,21.592
humanoid,fm_adapt_mfT,5000,0.9070,0.4594,0.0156,21.244
humanoid,fm_adapt_mfT,6000,0.9175,0.3726,0.0220,22.954
humanoid,fm_adapt_mfT,7000,0.9134,0.3809,0.0247,23.166
humanoid,fm_adapt_mfT,8000,0.8986,0.4743,0.0177,16.480
humanoid,fm_adapt_mfT,9000,0.9085,0.4619,0.0175,23.566
humanoid,fm_adapt_mfT,10000,0.9109,0.3937,0.0239,21.092
humanoid,fm_adapt_mfT,11000,0.9100,0.4160,0.0208,21.562
humanoid,fm_adapt_mfT,12000,0.9084,0.3573,0.0316,15.194
humanoid,fm_adapt_mfT,13000,0.9129,0.3281,0.0344,18.432
humanoid,fm_adapt_mfT,14000,0.8999,0.3722,0.0361,12.906
humanoid,fm_adapt_mfT,15000,0.9151,0.3262,0.0310,16.092
humanoid,fm_adapt_mfT,16000,0.9254,0.3046,0.0272,26.134
humanoid,fm_adapt_mfT,17000,0.9115,0.3197,0.0337,14.306
humanoid,fm_adapt_mfT,18000,0.9233,0.3068,0.0286,23.256
humanoid,fm_adapt_mfT,19000,0.9106,0.3513,0.0293,15.774
humanoid,fm_adapt_mfT,20000,0.9112,0.3854,0.0236,16.868
humanoid,fm_adapt_mfT,21000,0.9178,0.3659,0.0188,18.928
humanoid,fm_adapt_mfT,22000,0.9272,0.3112,0.0199,22.410
humanoid,fm_adapt_mfT,23000,0.9125,0.3536,0.0267,16.584
humanoid,fm_adapt_mfT,24000,0.9244,0.3363,0.0199,23.486
humanoid,fm_adapt_mfT,25000,0.9239,0.3388,0.0197,22.624
humanoid,fm_adapt_mfT,26000,0.9121,0.3630,0.0224,14.954
humanoid,fm_adapt_mfT,27000,0.9192,0.3380,0.0211,16.800
humanoid,fm_adapt_mfT,28000,0.9170,0.3525,0.0190,16.812
humanoid,fm_adapt_mfT,29000,0.9151,0.3239,0.0273,14.902
humanoid,fm_adapt_mfT,30000,0.9267,0.3228,0.0165,21.254
humanoid,fm_ranked_mfF,1000,0.9093,0.4264,0.0221,22.334
humanoid,fm_ranked_mfF,2000,0.9108,0.4408,0.0192,24.378
humanoid,fm_ranked_mfF,3000,0.9093,0.4068,0.0265,21.860
humanoid,fm_ranked_mfF,4000,0.9075,0.4529,0.0197,23.052
humanoid,fm_ranked_mfF,5000,0.9137,0.3878,0.0254,23.424
humanoid,fm_ranked_mfF,6000,0.9190,0.3064,0.0355,22.630
humanoid,fm_ranked_mfF,7000,0.9062,0.3543,0.0378,19.896
humanoid,fm_ranked_mfF,8000,0.9128,0.3241,0.0355,16.538
humanoid,fm_ranked_mfF,9000,0.9154,0.3305,0.0322,20.798
humanoid,fm_ranked_mfF,10000,0.9149,0.3525,0.0288,23.518
humanoid,fm_ranked_mfF,11000,0.9200,0.2835,0.0379,19.960
humanoid,fm_ranked_mfF,12000,0.9140,0.3043,0.0365,15.734
humanoid,fm_ranked_mfF,13000,0.9211,0.3083,0.0305,22.516
humanoid,fm_ranked_mfF,14000,0.9208,0.2792,0.0343,20.142
humanoid,fm_ranked_mfF,15000,0.9235,0.3084,0.0270,22.866
humanoid,fm_ranked_mfF,16000,0.9088,0.3709,0.0273,16.360
humanoid,fm_ranked_mfF,17000,0.9252,0.3141,0.0229,20.714
humanoid,fm_ranked_mfF,18000,0.9217,0.3098,0.0268,22.656
humanoid,fm_ranked_mfF,19000,0.9235,0.3097,0.0241,22.438
humanoid,fm_ranked_mfF,20000,0.9230,0.3195,0.0228,21.094
humanoid,fm_ranked_mfF,21000,0.9171,0.3726,0.0177,18.256
humanoid,fm_ranked_mfF,22000,0.9207,0.3471,0.0184,18.732
humanoid,fm_ranked_mfF,23000,0.9305,0.3000,0.0191,23.000
humanoid,fm_ranked_mfF,24000,0.9215,0.3258,0.0230,19.998
humanoid,fm_ranked_mfF,25000,0.9182,0.3265,0.0248,15.556
humanoid,fm_ranked_mfF,26000,0.9285,0.2793,0.0232,20.078
humanoid,fm_ranked_mfF,27000,0.9184,0.3252,0.0220,14.660
humanoid,fm_ranked_mfF,28000,0.9253,0.2884,0.0258,19.220
humanoid,fm_ranked_mfF,29000,0.9306,0.2626,0.0234,21.112
humanoid,fm_ranked_mfF,30000,0.9230,0.2937,0.0235,16.372
humanoid,fm_ranked_mfT,1000,0.9074,0.4521,0.0213,22.496
humanoid,fm_ranked_mfT,2000,0.9107,0.4649,0.0158,25.508
humanoid,fm_ranked_mfT,3000,0.9054,0.3535,0.0355,17.568
humanoid,fm_ranked_mfT,4000,0.9047,0.5307,0.0111,24.894
humanoid,fm_ranked_mfT,5000,0.9016,0.4521,0.0221,20.196
humanoid,fm_ranked_mfT,6000,0.9175,0.3354,0.0292,21.226
humanoid,fm_ranked_mfT,7000,0.9090,0.3459,0.0333,18.392
humanoid,fm_ranked_mfT,8000,0.9171,0.3204,0.0309,19.908
humanoid,fm_ranked_mfT,9000,0.9197,0.3300,0.0264,22.542
humanoid,fm_ranked_mfT,10000,0.9172,0.3098,0.0305,18.886
humanoid,fm_ranked_mfT,11000,0.9201,0.3176,0.0283,21.410
humanoid,fm_ranked_mfT,12000,0.9053,0.3569,0.0344,14.746
humanoid,fm_ranked_mfT,13000,0.9224,0.3141,0.0278,23.844
humanoid,fm_ranked_mfT,14000,0.9247,0.3158,0.0224,22.586
humanoid,fm_ranked_mfT,15000,0.9106,0.3818,0.0226,16.300
humanoid,fm_ranked_mfT,16000,0.9261,0.2985,0.0244,21.982
humanoid,fm_ranked_mfT,17000,0.9184,0.3501,0.0191,17.290
humanoid,fm_ranked_mfT,18000,0.9189,0.3258,0.0263,19.732
humanoid,fm_ranked_mfT,19000,0.9172,0.3684,0.0183,18.958
humanoid,fm_ranked_mfT,20000,0.9124,0.2924,0.0370,12.052
humanoid,fm_ranked_mfT,21000,0.9257,0.2990,0.0222,21.200
humanoid,fm_ranked_mfT,22000,0.9274,0.2792,0.0241,19.740
humanoid,fm_ranked_mfT,23000,0.9215,0.3356,0.0210,21.832
humanoid,fm_ranked_mfT,24000,0.9215,0.3147,0.0236,17.812
humanoid,fm_ranked_mfT,25000,0.9306,0.2970,0.0188,23.788
humanoid,fm_ranked_mfT,26000,0.9190,0.3292,0.0215,17.106
humanoid,fm_ranked_mfT,27000,0.9156,0.3648,0.0219,18.776
humanoid,fm_ranked_mfT,28000,0.9168,0.3393,0.0219,15.464
humanoid,fm_ranked_mfT,29000,0.9277,0.2698,0.0257,19.896
humanoid,fm_ranked_mfT,30000,0.9131,0.3609,0.0228,16.750
humanoid,fm_nonadapt_mfF,1000,0.9068,0.4530,0.0214,22.484
humanoid,fm_nonadapt_mfF,2000,0.8939,0.4668,0.0277,20.218
humanoid,fm_nonadapt_mfF,3000,0.9068,0.4892,0.0163,24.644
humanoid,fm_nonadapt_mfF,4000,0.9078,0.4562,0.0170,23.400
humanoid,fm_nonadapt_mfF,5000,0.8988,0.4612,0.0236,20.378
humanoid,fm_nonadapt_mfF,6000,0.9025,0.3601,0.0398,17.112
humanoid,fm_nonadapt_mfF,7000,0.9139,0.3716,0.0266,20.764
humanoid,fm_nonadapt_mfF,8000,0.9045,0.3940,0.0299,19.574
humanoid,fm_nonadapt_mfF,9000,0.9107,0.4129,0.0232,22.666
humanoid,fm_nonadapt_mfF,10000,0.9077,0.5017,0.0130,26.094
humanoid,fm_nonadapt_mfF,11000,0.9086,0.4377,0.0210,23.478
humanoid,fm_nonadapt_mfF,12000,0.9114,0.4277,0.0197,22.326
humanoid,fm_nonadapt_mfF,13000,0.9127,0.4283,0.0195,23.082
humanoid,fm_nonadapt_mfF,14000,0.9140,0.4006,0.0222,22.292
humanoid,fm_nonadapt_mfF,15000,0.9090,0.3617,0.0303,18.620
humanoid,fm_nonadapt_mfF,16000,0.9041,0.5349,0.0112,24.726
humanoid,fm_nonadapt_mfF,17000,0.9120,0.4766,0.0133,23.382
humanoid,fm_nonadapt_mfF,18000,0.9155,0.4165,0.0162,23.384
humanoid,fm_nonadapt_mfF,19000,0.9080,0.4577,0.0175,21.498
humanoid,fm_nonadapt_mfF,20000,0.9146,0.4086,0.0187,21.530
humanoid,fm_nonadapt_mfF,21000,0.8982,0.4664,0.0223,18.044
humanoid,fm_nonadapt_mfF,22000,0.9030,0.5918,0.0080,24.110
humanoid,fm_nonadapt_mfF,23000,0.9050,0.4240,0.0227,19.484
humanoid,fm_nonadapt_mfF,24000,0.8995,0.4627,0.0216,18.612
humanoid,fm_nonadapt_mfF,25000,0.9180,0.3938,0.0183,24.036
humanoid,fm_nonadapt_mfF,26000,0.8994,0.4882,0.0170,17.450
humanoid,fm_nonadapt_mfF,27000,0.9133,0.3927,0.0225,20.236
humanoid,fm_nonadapt_mfF,28000,0.9149,0.3399,0.0280,20.990
humanoid,fm_nonadapt_mfF,29000,0.9115,0.3491,0.0303,18.358
humanoid,fm_nonadapt_mfF,30000,0.9179,0.3469,0.0238,20.794
humanoid,fm_nonadapt_mfT,1000,0.9092,0.4266,0.0218,22.220
humanoid,fm_nonadapt_mfT,2000,0.8941,0.4613,0.0287,20.096
humanoid,fm_nonadapt_mfT,3000,0.9091,0.4645,0.0184,24.274
humanoid,fm_nonadapt_mfT,4000,0.9075,0.4612,0.0163,23.454
humanoid,fm_nonadapt_mfT,5000,0.8987,0.4617,0.0236,20.388
humanoid,fm_nonadapt_mfT,6000,0.9089,0.3850,0.0291,20.044
humanoid,fm_nonadapt_mfT,7000,0.9143,0.3746,0.0253,21.128
humanoid,fm_nonadapt_mfT,8000,0.9088,0.4505,0.0183,22.870
humanoid,fm_nonadapt_mfT,9000,0.9106,0.4146,0.0231,22.754
humanoid,fm_nonadapt_mfT,10000,0.9070,0.5089,0.0131,26.248
humanoid,fm_nonadapt_mfT,11000,0.9091,0.4328,0.0216,23.580
humanoid,fm_nonadapt_mfT,12000,0.9097,0.4245,0.0221,22.174
humanoid,fm_nonadapt_mfT,13000,0.9130,0.4134,0.0210,22.390
humanoid,fm_nonadapt_mfT,14000,0.9141,0.4004,0.0222,22.292
humanoid,fm_nonadapt_mfT,15000,0.9084,0.3645,0.0302,18.538
humanoid,fm_nonadapt_mfT,16000,0.9049,0.5438,0.0102,24.022
humanoid,fm_nonadapt_mfT,17000,0.9073,0.4942,0.0143,24.270
humanoid,fm_nonadapt_mfT,18000,0.9011,0.4378,0.0220,18.426
humanoid,fm_nonadapt_mfT,19000,0.9075,0.4814,0.0145,22.332
humanoid,fm_nonadapt_mfT,20000,0.9038,0.5527,0.0093,23.604
humanoid,fm_nonadapt_mfT,21000,0.9134,0.4111,0.0212,21.508
humanoid,fm_nonadapt_mfT,22000,0.8969,0.5170,0.0144,16.964
humanoid,fm_nonadapt_mfT,23000,0.9089,0.4721,0.0141,22.570
humanoid,fm_nonadapt_mfT,24000,0.8998,0.5902,0.0103,23.740
humanoid,fm_nonadapt_mfT,25000,0.9213,0.5156,0.0076,28.220
humanoid,fm_nonadapt_mfT,26000,0.9159,0.4153,0.0168,24.540
humanoid,fm_nonadapt_mfT,27000,0.9089,0.3798,0.0250,15.300
humanoid,fm_nonadapt_mfT,28000,0.9111,0.4340,0.0161,23.326
humanoid,fm_nonadapt_mfT,29000,0.9072,0.3575,0.0318,17.248
humanoid,fm_nonadapt_mfT,30000,0.9044,0.3909,0.0275,18.142
