run_id,launched_at,system,level,arm,predictor,score_mode,d2_ratio,seed,n_members,k_acq,cluster,job_id,status,epochs_on_disk,dir_state,code_hash,output_dir,notes
q2d_nd_yield_mlp,2026-08-20T12:21:07,quadrotor2d_stoch,noisy_dynamics/f_0.150,yield_mlp,fm_ensemble,decomp_yield_mlp,1.0,42,5,20,westeros,pid_2753454,launched,24,local,9b1460758b92,/common/users/shared/pracsys/adaptive_roa_experiments/quadrotor_stoch/q2d_nd_yield_mlp,"RELOCATED to westeros (direct box, no scheduler) -- iLab 12-GPU quota was saturated. tmux session, job-id is the pane PID not a SLURM id; registry row in slurm_logs/direct_jobs.tsv. Output is on shared /common/users so it is readable from iLab. Supersedes the earlier cluster=ilab record for this run_id."
q2d_nd_epi_var,2026-08-20T12:21:06,quadrotor2d_stoch,noisy_dynamics/f_0.150,epi_var,fm_ensemble,decomp_epi_var,1.0,42,5,20,westeros,pid_2753393,launched,24,local,9b1460758b92,/common/users/shared/pracsys/adaptive_roa_experiments/quadrotor_stoch/q2d_nd_epi_var,"RELOCATED to westeros (direct box, no scheduler) -- iLab 12-GPU quota was saturated. tmux session, job-id is the pane PID not a SLURM id; registry row in slurm_logs/direct_jobs.tsv. Output is on shared /common/users so it is readable from iLab. Supersedes the earlier cluster=ilab record for this run_id."
q2d_cs_clf_epi_var,2026-08-20T12:13:57,quadrotor2d_stoch,corridor_sine_ambient/smooth,clf_epi_var,clf_ensemble,decomp_epi_var,1.0,42,5,20,amarel,60689935,launched,,remote,9b1460758b92,/scratch/st1122/adaptive_roa/experiments/quadrotor_stoch/q2d_cs_clf_epi_var,"RELOCATED from iLab (quota-blocked, 0 artifacts) 2026-08-20 12:11; Amarel A100, started in 9s. Results live on Amarel /scratch and MUST be rsynced back before the cs level is scored as one unit. general account preempts silently -- resume via scripts/resume_adaptive.py, never restart from 0."
q2d_cs_clf_epi_var_anch,2026-08-20T12:13:57,quadrotor2d_stoch,corridor_sine_ambient/smooth,clf_epi_var_anch,clf_ensemble,decomp_epi_var,0.5,42,5,20,amarel,60689936,launched,,remote,9b1460758b92,/scratch/st1122/adaptive_roa/experiments/quadrotor_stoch/q2d_cs_clf_epi_var_anch,"RELOCATED from iLab (quota-blocked, 0 artifacts) 2026-08-20 12:11; Amarel A100, started in 9s. Results live on Amarel /scratch and MUST be rsynced back before the cs level is scored as one unit. general account preempts silently -- resume via scripts/resume_adaptive.py, never restart from 0."
q2d_cs_clf_yield,2026-08-20T12:13:57,quadrotor2d_stoch,corridor_sine_ambient/smooth,clf_yield,clf_ensemble,decomp_yield_mlp,1.0,42,5,20,amarel,60689934,launched,,remote,9b1460758b92,/scratch/st1122/adaptive_roa/experiments/quadrotor_stoch/q2d_cs_clf_yield,"RELOCATED from iLab (quota-blocked, 0 artifacts) 2026-08-20 12:11; Amarel A100, started in 9s. Results live on Amarel /scratch and MUST be rsynced back before the cs level is scored as one unit. general account preempts silently -- resume via scripts/resume_adaptive.py, never restart from 0."
q2d_cs_dir00_s43,2026-08-20T12:13:57,quadrotor2d_stoch,corridor_sine_ambient/smooth,dir00_s43,fm_ensemble,direct,0.0,43,5,20,amarel,60689929,launched,,remote,9b1460758b92,/scratch/st1122/adaptive_roa/experiments/quadrotor_stoch/q2d_cs_dir00_s43,"RELOCATED from iLab (quota-blocked, 0 artifacts) 2026-08-20 12:11; Amarel A100, started in 9s. Results live on Amarel /scratch and MUST be rsynced back before the cs level is scored as one unit. general account preempts silently -- resume via scripts/resume_adaptive.py, never restart from 0."
q2d_cs_dir00_s44,2026-08-20T12:13:57,quadrotor2d_stoch,corridor_sine_ambient/smooth,dir00_s44,fm_ensemble,direct,0.0,44,5,20,amarel,60689930,launched,,remote,9b1460758b92,/scratch/st1122/adaptive_roa/experiments/quadrotor_stoch/q2d_cs_dir00_s44,"RELOCATED from iLab (quota-blocked, 0 artifacts) 2026-08-20 12:11; Amarel A100, started in 9s. Results live on Amarel /scratch and MUST be rsynced back before the cs level is scored as one unit. general account preempts silently -- resume via scripts/resume_adaptive.py, never restart from 0."
q2d_cs_epi_var_anch,2026-08-20T12:13:57,quadrotor2d_stoch,corridor_sine_ambient/smooth,epi_var_anch,fm_ensemble,decomp_epi_var,0.5,42,5,20,amarel,60689931,launched,,remote,9b1460758b92,/scratch/st1122/adaptive_roa/experiments/quadrotor_stoch/q2d_cs_epi_var_anch,"RELOCATED from iLab (quota-blocked, 0 artifacts) 2026-08-20 12:11; Amarel A100, started in 9s. Results live on Amarel /scratch and MUST be rsynced back before the cs level is scored as one unit. general account preempts silently -- resume via scripts/resume_adaptive.py, never restart from 0."
q2d_cs_partx,2026-08-20T12:13:57,quadrotor2d_stoch,corridor_sine_ambient/smooth,partx,gp,partx,1.0,42,5,20,amarel,60689933,launched,,remote,9b1460758b92,/scratch/st1122/adaptive_roa/experiments/quadrotor_stoch/q2d_cs_partx,"RELOCATED from iLab (quota-blocked, 0 artifacts) 2026-08-20 12:11; Amarel A100, started in 9s. Results live on Amarel /scratch and MUST be rsynced back before the cs level is scored as one unit. general account preempts silently -- resume via scripts/resume_adaptive.py, never restart from 0."
q2d_cs_yield_a1,2026-08-20T12:13:57,quadrotor2d_stoch,corridor_sine_ambient/smooth,yield_a1,fm_ensemble,decomp_epi_var_yield,1.0,42,5,20,amarel,60689932,launched,,remote,9b1460758b92,/scratch/st1122/adaptive_roa/experiments/quadrotor_stoch/q2d_cs_yield_a1,"RELOCATED from iLab (quota-blocked, 0 artifacts) 2026-08-20 12:11; Amarel A100, started in 9s. Results live on Amarel /scratch and MUST be rsynced back before the cs level is scored as one unit. general account preempts silently -- resume via scripts/resume_adaptive.py, never restart from 0."
q2d_cs_clf_epi_bald,2026-08-20T10:33:34,quadrotor2d_stoch,corridor_sine_ambient/smooth,clf_epi_bald,clf_ensemble,decomp_epi_bald,1.0,42,5,20,ilab,214690,launched,24,local,9b1460758b92,/common/users/shared/pracsys/adaptive_roa_experiments/quadrotor_stoch/q2d_cs_clf_epi_bald,init2000 step500 n_epochs24 filter_confident_pairs=false; per-level achieved_bounds (written 2026-08-20); attractor_radius=0.3 vs labelling r=0.2 (11.4x volume in 6-D)
q2d_cs_clf_epi_var_anch,2026-08-20T10:33:34,quadrotor2d_stoch,corridor_sine_ambient/smooth,clf_epi_var_anch,clf_ensemble,decomp_epi_var,0.5,42,5,20,ilab,214691,launched,24,local,9b1460758b92,/common/users/shared/pracsys/adaptive_roa_experiments/quadrotor_stoch/q2d_cs_clf_epi_var_anch,init2000 step500 n_epochs24 filter_confident_pairs=false; per-level achieved_bounds (written 2026-08-20); attractor_radius=0.3 vs labelling r=0.2 (11.4x volume in 6-D)
q2d_cs_clf_dir00,2026-08-20T10:33:33,quadrotor2d_stoch,corridor_sine_ambient/smooth,clf_dir00,clf_ensemble,direct,0.0,42,5,20,ilab,214689,launched,24,local,9b1460758b92,/common/users/shared/pracsys/adaptive_roa_experiments/quadrotor_stoch/q2d_cs_clf_dir00,init2000 step500 n_epochs24 filter_confident_pairs=false; per-level achieved_bounds (written 2026-08-20); attractor_radius=0.3 vs labelling r=0.2 (11.4x volume in 6-D)
q2d_cs_clf_epi_var,2026-08-20T10:33:33,quadrotor2d_stoch,corridor_sine_ambient/smooth,clf_epi_var,clf_ensemble,decomp_epi_var,1.0,42,5,20,ilab,214692,launched,24,local,9b1460758b92,/common/users/shared/pracsys/adaptive_roa_experiments/quadrotor_stoch/q2d_cs_clf_epi_var,init2000 step500 n_epochs24 filter_confident_pairs=false; per-level achieved_bounds (written 2026-08-20); attractor_radius=0.3 vs labelling r=0.2 (11.4x volume in 6-D)
q2d_cs_clf_yield,2026-08-20T10:33:33,quadrotor2d_stoch,corridor_sine_ambient/smooth,clf_yield,clf_ensemble,decomp_yield_mlp,1.0,42,5,20,ilab,214693,launched,24,local,9b1460758b92,/common/users/shared/pracsys/adaptive_roa_experiments/quadrotor_stoch/q2d_cs_clf_yield,init2000 step500 n_epochs24 filter_confident_pairs=false; per-level achieved_bounds (written 2026-08-20); attractor_radius=0.3 vs labelling r=0.2 (11.4x volume in 6-D)
q2d_cs_dir00_s42,2026-08-20T10:33:33,quadrotor2d_stoch,corridor_sine_ambient/smooth,dir00_s42,fm_ensemble,direct,0.0,42,5,20,ilab,214694,launched,24,local,9b1460758b92,/common/users/shared/pracsys/adaptive_roa_experiments/quadrotor_stoch/q2d_cs_dir00_s42,init2000 step500 n_epochs24 filter_confident_pairs=false; per-level achieved_bounds (written 2026-08-20); attractor_radius=0.3 vs labelling r=0.2 (11.4x volume in 6-D)
q2d_cs_dir00_s43,2026-08-20T10:33:33,quadrotor2d_stoch,corridor_sine_ambient/smooth,dir00_s43,fm_ensemble,direct,0.0,43,5,20,ilab,214695,launched,24,local,9b1460758b92,/common/users/shared/pracsys/adaptive_roa_experiments/quadrotor_stoch/q2d_cs_dir00_s43,init2000 step500 n_epochs24 filter_confident_pairs=false; per-level achieved_bounds (written 2026-08-20); attractor_radius=0.3 vs labelling r=0.2 (11.4x volume in 6-D)
q2d_cs_dir00_s44,2026-08-20T10:33:33,quadrotor2d_stoch,corridor_sine_ambient/smooth,dir00_s44,fm_ensemble,direct,0.0,44,5,20,ilab,214696,launched,24,local,9b1460758b92,/common/users/shared/pracsys/adaptive_roa_experiments/quadrotor_stoch/q2d_cs_dir00_s44,init2000 step500 n_epochs24 filter_confident_pairs=false; per-level achieved_bounds (written 2026-08-20); attractor_radius=0.3 vs labelling r=0.2 (11.4x volume in 6-D)
q2d_cs_epi_bald,2026-08-20T10:33:33,quadrotor2d_stoch,corridor_sine_ambient/smooth,epi_bald,fm_ensemble,decomp_epi_bald,1.0,42,5,20,ilab,214697,launched,24,local,9b1460758b92,/common/users/shared/pracsys/adaptive_roa_experiments/quadrotor_stoch/q2d_cs_epi_bald,init2000 step500 n_epochs24 filter_confident_pairs=false; per-level achieved_bounds (written 2026-08-20); attractor_radius=0.3 vs labelling r=0.2 (11.4x volume in 6-D)
q2d_cs_epi_var,2026-08-20T10:33:33,quadrotor2d_stoch,corridor_sine_ambient/smooth,epi_var,fm_ensemble,decomp_epi_var,1.0,42,5,20,ilab,214699,launched,24,local,9b1460758b92,/common/users/shared/pracsys/adaptive_roa_experiments/quadrotor_stoch/q2d_cs_epi_var,init2000 step500 n_epochs24 filter_confident_pairs=false; per-level achieved_bounds (written 2026-08-20); attractor_radius=0.3 vs labelling r=0.2 (11.4x volume in 6-D)
q2d_cs_epi_var_anch,2026-08-20T10:33:33,quadrotor2d_stoch,corridor_sine_ambient/smooth,epi_var_anch,fm_ensemble,decomp_epi_var,0.5,42,5,20,ilab,214698,launched,20,local,9b1460758b92,/common/users/shared/pracsys/adaptive_roa_experiments/quadrotor_stoch/q2d_cs_epi_var_anch,init2000 step500 n_epochs24 filter_confident_pairs=false; per-level achieved_bounds (written 2026-08-20); attractor_radius=0.3 vs labelling r=0.2 (11.4x volume in 6-D)
q2d_cs_partx,2026-08-20T10:33:33,quadrotor2d_stoch,corridor_sine_ambient/smooth,partx,gp,partx,1.0,42,5,20,ilab,214700,launched,24,local,9b1460758b92,/common/users/shared/pracsys/adaptive_roa_experiments/quadrotor_stoch/q2d_cs_partx,init2000 step500 n_epochs24 filter_confident_pairs=false; per-level achieved_bounds (written 2026-08-20); attractor_radius=0.3 vs labelling r=0.2 (11.4x volume in 6-D)
q2d_cs_yield_a1,2026-08-20T10:33:33,quadrotor2d_stoch,corridor_sine_ambient/smooth,yield_a1,fm_ensemble,decomp_epi_var_yield,1.0,42,5,20,ilab,214701,launched,16,local,9b1460758b92,/common/users/shared/pracsys/adaptive_roa_experiments/quadrotor_stoch/q2d_cs_yield_a1,init2000 step500 n_epochs24 filter_confident_pairs=false; per-level achieved_bounds (written 2026-08-20); attractor_radius=0.3 vs labelling r=0.2 (11.4x volume in 6-D)
q2d_cs_yield_mlp,2026-08-20T10:33:33,quadrotor2d_stoch,corridor_sine_ambient/smooth,yield_mlp,fm_ensemble,decomp_yield_mlp,1.0,42,5,20,ilab,214702,launched,23,local,9b1460758b92,/common/users/shared/pracsys/adaptive_roa_experiments/quadrotor_stoch/q2d_cs_yield_mlp,init2000 step500 n_epochs24 filter_confident_pairs=false; per-level achieved_bounds (written 2026-08-20); attractor_radius=0.3 vs labelling r=0.2 (11.4x volume in 6-D)
q2d_nd_clf_epi_bald,2026-08-20T10:33:33,quadrotor2d_stoch,noisy_dynamics/f_0.150,clf_epi_bald,clf_ensemble,decomp_epi_bald,1.0,42,5,20,ilab,214676,launched,24,local,9b1460758b92,/common/users/shared/pracsys/adaptive_roa_experiments/quadrotor_stoch/q2d_nd_clf_epi_bald,init2000 step500 n_epochs24 filter_confident_pairs=false; per-level achieved_bounds (written 2026-08-20); attractor_radius=0.3 vs labelling r=0.2 (11.4x volume in 6-D)
q2d_nd_clf_epi_var,2026-08-20T10:33:33,quadrotor2d_stoch,noisy_dynamics/f_0.150,clf_epi_var,clf_ensemble,decomp_epi_var,1.0,42,5,20,ilab,214678,launched,24,local,9b1460758b92,/common/users/shared/pracsys/adaptive_roa_experiments/quadrotor_stoch/q2d_nd_clf_epi_var,init2000 step500 n_epochs24 filter_confident_pairs=false; per-level achieved_bounds (written 2026-08-20); attractor_radius=0.3 vs labelling r=0.2 (11.4x volume in 6-D)
q2d_nd_clf_epi_var_anch,2026-08-20T10:33:33,quadrotor2d_stoch,noisy_dynamics/f_0.150,clf_epi_var_anch,clf_ensemble,decomp_epi_var,0.5,42,5,20,ilab,214677,launched,24,local,9b1460758b92,/common/users/shared/pracsys/adaptive_roa_experiments/quadrotor_stoch/q2d_nd_clf_epi_var_anch,init2000 step500 n_epochs24 filter_confident_pairs=false; per-level achieved_bounds (written 2026-08-20); attractor_radius=0.3 vs labelling r=0.2 (11.4x volume in 6-D)
q2d_nd_clf_yield,2026-08-20T10:33:33,quadrotor2d_stoch,noisy_dynamics/f_0.150,clf_yield,clf_ensemble,decomp_yield_mlp,1.0,42,5,20,ilab,214679,launched,24,local,9b1460758b92,/common/users/shared/pracsys/adaptive_roa_experiments/quadrotor_stoch/q2d_nd_clf_yield,init2000 step500 n_epochs24 filter_confident_pairs=false; per-level achieved_bounds (written 2026-08-20); attractor_radius=0.3 vs labelling r=0.2 (11.4x volume in 6-D)
q2d_nd_clf_dir00,2026-08-20T10:33:32,quadrotor2d_stoch,noisy_dynamics/f_0.150,clf_dir00,clf_ensemble,direct,0.0,42,5,20,ilab,214675,launched,24,local,9b1460758b92,/common/users/shared/pracsys/adaptive_roa_experiments/quadrotor_stoch/q2d_nd_clf_dir00,init2000 step500 n_epochs24 filter_confident_pairs=false; per-level achieved_bounds (written 2026-08-20); attractor_radius=0.3 vs labelling r=0.2 (11.4x volume in 6-D)
q2d_nd_dir00_s42,2026-08-20T10:33:32,quadrotor2d_stoch,noisy_dynamics/f_0.150,dir00_s42,fm_ensemble,direct,0.0,42,5,20,ilab,214680,launched,24,local,9b1460758b92,/common/users/shared/pracsys/adaptive_roa_experiments/quadrotor_stoch/q2d_nd_dir00_s42,init2000 step500 n_epochs24 filter_confident_pairs=false; per-level achieved_bounds (written 2026-08-20); attractor_radius=0.3 vs labelling r=0.2 (11.4x volume in 6-D)
q2d_nd_dir00_s43,2026-08-20T10:33:32,quadrotor2d_stoch,noisy_dynamics/f_0.150,dir00_s43,fm_ensemble,direct,0.0,43,5,20,ilab,214681,launched,24,local,9b1460758b92,/common/users/shared/pracsys/adaptive_roa_experiments/quadrotor_stoch/q2d_nd_dir00_s43,init2000 step500 n_epochs24 filter_confident_pairs=false; per-level achieved_bounds (written 2026-08-20); attractor_radius=0.3 vs labelling r=0.2 (11.4x volume in 6-D)
q2d_nd_dir00_s44,2026-08-20T10:33:32,quadrotor2d_stoch,noisy_dynamics/f_0.150,dir00_s44,fm_ensemble,direct,0.0,44,5,20,ilab,214682,launched,24,local,9b1460758b92,/common/users/shared/pracsys/adaptive_roa_experiments/quadrotor_stoch/q2d_nd_dir00_s44,init2000 step500 n_epochs24 filter_confident_pairs=false; per-level achieved_bounds (written 2026-08-20); attractor_radius=0.3 vs labelling r=0.2 (11.4x volume in 6-D)
q2d_nd_epi_bald,2026-08-20T10:33:32,quadrotor2d_stoch,noisy_dynamics/f_0.150,epi_bald,fm_ensemble,decomp_epi_bald,1.0,42,5,20,ilab,214683,launched,24,local,9b1460758b92,/common/users/shared/pracsys/adaptive_roa_experiments/quadrotor_stoch/q2d_nd_epi_bald,init2000 step500 n_epochs24 filter_confident_pairs=false; per-level achieved_bounds (written 2026-08-20); attractor_radius=0.3 vs labelling r=0.2 (11.4x volume in 6-D)
q2d_nd_epi_var,2026-08-20T10:33:32,quadrotor2d_stoch,noisy_dynamics/f_0.150,epi_var,fm_ensemble,decomp_epi_var,1.0,42,5,20,ilab,214685,launched,24,local,9b1460758b92,/common/users/shared/pracsys/adaptive_roa_experiments/quadrotor_stoch/q2d_nd_epi_var,init2000 step500 n_epochs24 filter_confident_pairs=false; per-level achieved_bounds (written 2026-08-20); attractor_radius=0.3 vs labelling r=0.2 (11.4x volume in 6-D)
q2d_nd_epi_var_anch,2026-08-20T10:33:32,quadrotor2d_stoch,noisy_dynamics/f_0.150,epi_var_anch,fm_ensemble,decomp_epi_var,0.5,42,5,20,ilab,214684,launched,24,local,9b1460758b92,/common/users/shared/pracsys/adaptive_roa_experiments/quadrotor_stoch/q2d_nd_epi_var_anch,init2000 step500 n_epochs24 filter_confident_pairs=false; per-level achieved_bounds (written 2026-08-20); attractor_radius=0.3 vs labelling r=0.2 (11.4x volume in 6-D)
q2d_nd_partx,2026-08-20T10:33:32,quadrotor2d_stoch,noisy_dynamics/f_0.150,partx,gp,partx,1.0,42,5,20,ilab,214686,launched,24,local,9b1460758b92,/common/users/shared/pracsys/adaptive_roa_experiments/quadrotor_stoch/q2d_nd_partx,init2000 step500 n_epochs24 filter_confident_pairs=false; per-level achieved_bounds (written 2026-08-20); attractor_radius=0.3 vs labelling r=0.2 (11.4x volume in 6-D)
q2d_nd_yield_a1,2026-08-20T10:33:32,quadrotor2d_stoch,noisy_dynamics/f_0.150,yield_a1,fm_ensemble,decomp_epi_var_yield,1.0,42,5,20,ilab,214687,launched,24,local,9b1460758b92,/common/users/shared/pracsys/adaptive_roa_experiments/quadrotor_stoch/q2d_nd_yield_a1,init2000 step500 n_epochs24 filter_confident_pairs=false; per-level achieved_bounds (written 2026-08-20); attractor_radius=0.3 vs labelling r=0.2 (11.4x volume in 6-D)
q2d_nd_yield_mlp,2026-08-20T10:33:32,quadrotor2d_stoch,noisy_dynamics/f_0.150,yield_mlp,fm_ensemble,decomp_yield_mlp,1.0,42,5,20,ilab,214688,launched,24,local,9b1460758b92,/common/users/shared/pracsys/adaptive_roa_experiments/quadrotor_stoch/q2d_nd_yield_mlp,init2000 step500 n_epochs24 filter_confident_pairs=false; per-level achieved_bounds (written 2026-08-20); attractor_radius=0.3 vs labelling r=0.2 (11.4x volume in 6-D)
